[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnicity,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_for_in_us_election,[question] frequency_of_voting,[question] vote_next_national_election,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
cf0821c0-9da1-0134-6230-0a62e1402143,1.216969901,US,20,1,2,1,1,4,2,7,3,2,2,8,6,2,5,5,2,13,6,6,5,6,5,4,4,6,13 | 4 | 3,4 | 1 | 5 | 2 | 3,3,2,4,4,2,2,1,3,3,3,4,6,2,16,,6 | 2 | 4 | 3 | 1 | 5,5,1,2,1,2,4,3,6,,1,3,3,4,2,1,1,3,2,1,5,2
fed451e0-9da1-0134-e2bf-0a62e1402143,1.011333523,US,14,2,2,1,1,5,4,,3,1,1 | 2,1,4,,2,2,2,3,2,5,4,2,5,4,4,2,4 | 3 | 5 | 13,2 | 4 | 3 | 1 | 5,1,1,5,,8,7,1,3,3,2,2,1,1,3 | 4 | 12 | 13 | 14,12 | 4 | 3 | 13 | 14,4 | 3 | 2 | 1 | 6 | 5,3,1,2,1,2,3,4,5,4,5,4,3,1,1,2,1,2,3,2,2,2
fc2c5780-9da2-0134-2369-0aaafcbd6b1f,0.4804899079,US,18,1,3,2,1,2,5,,3,2,1,7,2,,2,1,2,1,2,2,2,1,1,2,2,2,13 | 2 | 1 | 3 | 4,2 | 4 | 5 | 3 | 1,4,1,5,,2,1,1,2,3,3,1,3,2,3 | 4 | 1 | 7 | 14,4 | 3 | 7 | 14 | 1,4 | 1 | 2 | 6 | 5 | 3,3,1,2,2,2,2,2,2,,4,3,2,3,1,3,3,2,3,2,6,1
0038b310-9da3-0134-e7e8-0a62e1402143,1.224826827,US,26,1,4,1,1,1,4,,5,2,2,7,3,,1,1,1,1,6,4,4,2,5,6,6,6,4 | 1 | 9 | 3 | 13,3 | 4 | 1 | 2 | 5,1,1,5,,8,8,1,3,2,4,4,5,4,7 | 6 | 11 | 1 | 12,1 | 7 | 11 | 6 | 12,4 | 3 | 5 | 2 | 1 | 6,5,3,3,3,3,4,5,3,,3,4,2,3,1,3,3,3,1,1,1,2
639e2630-9da3-0134-e996-0a62e1402143,1.224826827,US,28,1,4,1,1,3,3,7,7,2,2,1,1,,1,2,2,4,2,2,2,3,2,2,3,2,9 | 1 | 4 | 13,2 | 3 | 4 | 5 | 1,1,1,5,,1,4,1,2,5,4,4,5,2,6 | 7 | 11 | 12 | 13,6 | 7 | 12 | 13 | 11,3 | 4 | 2 | 6 | 1 | 5,2,2,1,1,2,3,2,4,,4,2,1,2,1,5,1,2,1,3,2,2
0e07c6c0-9da4-0134-7c77-0aaafcbd6b1f,1.011333523,US,21,2,5,1,1,2,4,,4,2,1,6,1,,2,3,1,12,2,2,3,2,2,2,6,4,1 | 13 | 2 | 12,4 | 2 | 3 | 1 | 5,2,1,2,1,1,4,1,4,1,2,2,4,1,1 | 6 | 7 | 11 | 13,11 | 6 | 7 | 13 | 1,3 | 4 | 2 | 5 | 6 | 1,2,1,2,1,1,2,3,3,,4,2,1,5,2,2,2,2,1,1,2,2
96864650-9da5-0134-81ac-0aaafcbd6b1f,0.4804899079,US,21,1,3,2,1,5,4,,3,1,1,8,6,1,2,3,2,4,4,3,2,2,1,2,1,2,3 | 4 | 1 | 13,4 | 1 | 2 | 3 | 5,4,1,1,2,4,2,1,2,4,4,2,1,1,1 | 4 | 6 | 7 | 14,1 | 6 | 7 | 4 | 14,3 | 5 | 6 | 4 | 1 | 2,5,2,2,1,1,2,4,4,4,4,3,1,2,1,2,1,2,1,1,1,2
e50bfd40-9da6-0134-85da-0aaafcbd6b1f,1.216969901,US,15,1,5,1,1,3,4,,3,1,1,8,2,,1,1,2,5,3,3,1,2,2,4,2,4,13 | 3 | 4,4 | 2 | 1 | 3 | 5,1,1,5,,6,4,1,4,4,4,3,5,4,3 | 4 | 5 | 6 | 7,4 | 3 | 7 | 6 | 5,3 | 1 | 2 | 5 | 4 | 6,2,1,2,1,1,4,1,4,4,3,2,1,1,1,3,2,1,2,2,2,2
e59768a0-9da6-0134-85dc-0aaafcbd6b1f,1.216969901,US,18,1,1,1,1,5,4,,3,1,1,8,3,,5,5,2,13,6,6,5,6,5,6,6,6,3 | 6 | 4,5 | 3 | 1 | 2 | 4,2,1,5,,2,1,1,4,4,4,4,6,2,7 | 6 | 5 | 4 | 3,6 | 3 | 4 | 7 | 5,4 | 6 | 3 | 2 | 1 | 5,4,1,1,2,2,3,2,2,1,2,4,4,1,2,2,1,1,2,1,2,1
19ac2390-9da7-0134-8678-0aaafcbd6b1f,0.4804899079,US,14,1,3,2,1,5,4,,6,1,2,1,4,,5,5,2,13,4,4,2,3,5,4,4,4,4 | 1 | 13 | 3,2 | 5 | 1 | 3 | 4,3,2,1,3,2,2,1,3,4,4,4,6,1,16,,6 | 2 | 1 | 3 | 4 | 5,3,1,1,2,2,2,1,2,4,5,5,3,5,2,4,4,3,3,3,4,1
dd7a1ab0-9da7-0134-bab8-0a62e1402143,1.011333523,US,18,2,2,1,1,4,2,5,3,1,2,7,3,,2,3,1,7,5,3,3,2,5,3,3,5,2 | 1 | 4 | 3 | 13,3 | 4 | 1 | 5 | 2,1,1,5,,5,1,1,4,2,2,2,6,1,4 | 7 | 11 | 12,11 | 4 | 12 | 7,4 | 2 | 3 | 6 | 5 | 1,3,1,2,1,2,3,1,3,3,3,2,1,4,1,1,1,5,1,1,5,2
6225f4a0-9da9-0134-8cf5-0aaafcbd6b1f,0.4804899079,US,16,1,5,2,1,5,4,,6,1,3,8,4,,5,5,2,6,4,2,2,4,5,3,4,3,13 | 4,4 | 1 | 2 | 5 | 3,5,1,5,,5,2,1,3,3,4,4,6,5,16,,3 | 1 | 2 | 5 | 6 | 4,5,3,1,2,3,2,1,2,2,3,1,1,3,2,3,2,4,1,1,3,1
8af8eed0-9daa-0134-f312-0a62e1402143,1.216969901,US,18,1,3,1,1,5,2,13,4,1,2,7,4,,2,2,2,13,6,6,1,3,2,3,6,6,4 | 1,2 | 4 | 1 | 5 | 3,1,1,5,,4,1,2,3,4,4,1,2,2,10 | 11 | 14 | 13,10 | 14 | 11 | 13,3 | 4 | 2 | 5 | 6 | 1,3,1,1,1,2,2,3,3,2,3,3,3,3,1,2,3,3,3,3,5,1
f8429f00-9daa-0134-1182-0aaafcbd6b1f,1.224826827,US,36,1,3,1,1,5,2,10,4,1,6,8,4,,5,5,2,13,6,6,2,3,5,6,6,6,13 | 3 | 4 | 1 | 2,4 | 1 | 2 | 3 | 5,2,1,5,,4,2,1,2,3,4,4,5,3,4 | 6 | 7 | 8 | 12,6 | 7 | 12 | 4 | 8,5 | 3 | 2 | 4 | 6 | 1,5,2,1,1,2,2,3,2,6,3,3,2,2,1,3,2,3,1,2,5,2
1e11be30-9dab-0134-11ff-0aaafcbd6b1f,0.4694166456,US,26,2,3,2,1,3,4,,3,2,1,7,1,,2,2,2,4,2,4,3,1,2,4,5,1,4 | 6 | 1 | 5,1 | 4 | 3 | 2 | 5,2,1,3,3,4,1,1,3,2,4,1,4,1,3 | 4 | 7 | 8 | 12,4 | 3 | 12 | 8 | 7,3 | 1 | 5 | 4 | 2 | 6,2,2,1,1,2,2,1,2,,1,4,3,3,1,2,4,2,3,2,5,1
dc5afea0-9dab-0134-1441-0aaafcbd6b1f,1.011333523,US,21,2,3,1,1,5,4,,5,1,5 | 1 | 2 | 7,7,10,,5,5,2,13,6,2,2,2,5,6,6,6,5 | 3 | 4 | 13,4 | 2 | 3 | 5 | 1,2,2,2 | 3 | 4,3,1,4,1,2,3,5,1,1,1,2 | 3 | 4 | 6 | 12,6 | 3 | 12 | 4 | 2,3 | 5 | 2 | 1 | 4 | 6,1,2,2,1,1,3,2,6,6,3,1,2,1,1,5,1,3,1,3,3,2
1d3591f0-9dac-0134-1502-0aaafcbd6b1f,1.216969901,US,17,1,4,1,1,5,1,9 | 11,4,1,6,7,3,,3,2,3,7,2,3,3,1,2,3,2,2,4 | 8 | 1 | 2,4 | 3 | 2 | 5 | 1,5,1,5,,5,2,1,4,4,4,4,6,5,11,11,2 | 3 | 4 | 6 | 5 | 1,3,1,1,2,2,3,4,5,4,2,3,4,3,2,4,3,5,2,1,3,1
83d1b4d0-9dac-0134-4660-0a62e1402143,1.216969901,US,19,1,3,1,1,2,4,,3,1,2,7,1,,1,2,2,5,2,2,2,6,2,4,2,3,13 | 6 | 12 | 8 | 1,4 | 2 | 1 | 5 | 3,5,1,5,,5,3,1,4,6,4,1,4,1,3 | 8 | 10 | 4 | 6,4 | 8 | 3 | 10 | 6,6 | 2 | 1 | 3 | 5 | 4,1,2,2,1,2,2,1,2,2,3,3,2,1,1,1,2,4,1,3,5,2
9f3bc660-9dac-0134-16b4-0aaafcbd6b1f,0.4694166456,US,39,2,3,2,1,4,4,,3,2,1,1,10,,2,2,2,7,3,1,2,2,5,4,6,6,3 | 13 | 4 | 5 | 1,3 | 1 | 2 | 4 | 5,1,2,5,,4,5,1,5,3,4,4,5,4,16,,3 | 1 | 4 | 2 | 6 | 5,3,1,1,1,2,4,5,3,,1,1,3,5,1,3,2,3,5,1,5,1
8a073670-9dad-0134-3ff0-0aaafcbd6b1f,1.224826827,US,31,1,4,1,1,3,1,12,1,2,6,3,1,,1,1,2,1,2,2,2,3,2,2,3,3,3 | 13 | 6,2 | 4 | 1 | 5 | 3,3,1,5,,7,2,1,2,4,2,2,1,1,4 | 3 | 2 | 1 | 5,4 | 3 | 5 | 2 | 1,3 | 4 | 6 | 5 | 2 | 1,3,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2
78e47220-9dae-0134-0e4b-0aaafcbd6b1f,0.5609149359,US,41,1,3,2,1,4,4,,3,2,1,8,2,,2,2,2,5,2,2,2,2,4,4,3,3,13,2 | 4 | 1 | 5 | 3,3,1,5,,4,2,1,4,4,4,4,5,3,3 | 4 | 5 | 11 | 12,3 | 4 | 12 | 5 | 11,1 | 4 | 3 | 5 | 6 | 2,2,1,2,2,1,2,5,3,,2,2,4,1,1,2,2,3,1,1,4,1
c816c480-9dae-0134-0f36-0aaafcbd6b1f,1.440681182,US,58,2,3,1,1,4,3,1,3,2,1,1,7,,1,3,2,12,4,5,4,5,5,5,3,5,2 | 4 | 3 | 1,3 | 1 | 4 | 2 | 5,1,1,3 | 2,1,8,2,1,5,4,4,2,1,1,3 | 7 | 8 | 11 | 12,8 | 11 | 7 | 3 | 12,3 | 4 | 1 | 5 | 2 | 6,5,2,1,2,1,4,4,4,,4,5,3,1,3,1,1,2,1,1,6,1
21fe0b20-9db0-0134-1301-0aaafcbd6b1f,1.420667912,US,43,1,3,1,1,3,4,,6,1,1,7,7,,2,1,2,4,3,3,3,6,4,3,2,2,13 | 1,4 | 2 | 1 | 3 | 5,2,1,3,2,6,3,3,2,4,4,4,5,5,16,,5 | 2 | 1 | 3 | 6 | 4,2,2,1,1,1,3,4,4,4,2,4,2,1,1,2,2,4,4,2,5,1
4fe0f070-9db1-0134-648a-0a62e1402143,0.3992995641,US,21,2,2,2,1,5,4,,3,1,1,8,6,3,5,5,3,5,5,6,1,2,5,6,3,6,4 | 1 | 13 | 3 | 2,3 | 2 | 1 | 4 | 5,1,4,5,,6,1,1,3,3,4,4,6,5,11,11,2 | 4 | 6 | 5 | 3 | 1,5,1,2,2,1,4,5,6,3,4,3,3,3,4,1,1,3,1,1,3,2
dc3525e0-9db1-0134-6671-0a62e1402143,1.440681182,US,41,2,3,1,1,4,4,,6,1,1,7,1,,1,3,2,3,3,3,2,3,2,2,4,2,2 | 4 | 1 | 3,4 | 5 | 1 | 2 | 3,2,2,5,,6,6,1,5,2,5,1,5,4,1 | 4 | 3 | 8 | 9,1 | 3 | 8 | 4 | 9,1 | 3 | 5 | 2 | 6 | 4,3,3,2,2,1,3,3,5,3,3,3,3,4,4,2,3,1,4,3,3,2
a7ca4880-9db3-0134-6c69-0a62e1402143,1.216969901,US,15,1,2,1,1,5,5,,4,1,1 | 2,7,2,,2,1,2,6,3,1,2,1,2,2,2,2,16,,,,5,,4,3,3,1,5,4,2,1,1,1 | 2 | 3 | 4 | 5,5 | 4 | 1 | 3 | 2,2 | 5 | 4 | 3 | 6 | 1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cba12a10-9db3-0134-6cd3-0a62e1402143,0.483592017,US,32,1,5,2,1,4,4,,5,1,1,4,1,,3,1,2,11,3,4,2,2,1,5,4,1,13 | 6,1 | 2 | 3 | 4 | 5,2,2,2,1,4,7,1,5,4,4,1,1,1,3 | 4 | 10 | 14,3 | 10 | 4 | 14,4 | 1 | 6 | 5 | 3 | 2,4,2,2,2,2,1,2,4,4,2,2,5,1,2,3,2,2,1,3,4,1
0da46ca0-9db4-0134-8e42-0aaafcbd6b1f,1.011333523,US,23,2,2,1,1,3,2,5,5,1,1,6,1,,2,2,3,6,3,2,3,1,2,2,3,2,11 | 1 | 12 | 6 | 2 | 3 | 13 | 7,3 | 4 | 2 | 1 | 5,1,4,4 | 1,4,4,3,4,1,5,2,1,1,2,2 | 6 | 8 | 7 | 12,6 | 7 | 2 | 12 | 8,3 | 6 | 5 | 4 | 2 | 1,2,1,2,1,2,1,2,3,3,2,2,2,1,2,2,2,2,2,2,3,1
472d45e0-9db4-0134-8ee7-0aaafcbd6b1f,1.216969901,US,15,1,2,1,1,5,2,5,4,1,2,2,4,,5,5,1,9,3,2,1,1,5,3,2,2,3 | 13 | 1 | 2 | 4,4 | 1 | 2 | 5 | 3,3,4,2 | 3 | 4,4,2,2,1,2,4,3,4,6,1,2 | 6 | 7 | 11 | 12,12 | 11 | 6 | 2 | 7,1 | 3 | 6 | 4 | 5 | 2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,3,1
706945c0-9db4-0134-8f5c-0aaafcbd6b1f,1.011333523,US,16,2,2,1,1,4,2,9,5,1,6,7,6,3,3,3,2,13,6,3,2,6,5,3,6,6,13 | 2 | 4 | 5 | 3,4 | 1 | 2 | 3 | 5,3,1,5,,3,1,1,3,3,3,2,6,1,10,10,3 | 5 | 4 | 6 | 2 | 1,5,2,1,2,2,3,4,2,2,3,3,2,5,2,3,2,3,2,2,2,1
82dd5e50-9db4-0134-8f92-0aaafcbd6b1f,1.188923887,US,32,2,4,1,1,5,1,2,3,2,1,7,1,,2,1,2,4,3,2,1,2,2,1,1,2,6 | 4 | 9 | 13 | 11 | 3 | 1,1 | 4 | 3 | 2 | 5,2,1,5,,4,3,2,1,4,4,2,2,1,4 | 3,4 | 3,2 | 1 | 3 | 5 | 6 | 4,1,2,2,2,2,1,1,1,,4,2,2,1,2,1,2,1,2,1,2,2
59e3ff10-9db5-0134-91d9-0aaafcbd6b1f,1.011333523,US,22,2,3,1,1,4,4,,5,2,1,4,6,3,2,3,3,13,6,4,2,3,5,3,2,4,2 | 1 | 5 | 3 | 13,4 | 1 | 3 | 5 | 2,2,2,3 | 4,2,3,1,1,3,3,3,2,1,1,11 | 7 | 1 | 13 | 6,11 | 7 | 6 | 1 | 13,6 | 2 | 5 | 3 | 4 | 1,5,1,2,1,1,3,1,3,,4,4,2,5,4,4,2,3,1,1,2,2
85fcb840-9db6-0134-2d91-0a62e1402143,1.216969901,US,21,1,3,1,1,5,4,,4,1,5 | 1 | 2,2,1,,1,1,2,3,2,2,3,6,1,4,4,5,1 | 3 | 4 | 13,2 | 3 | 1 | 5 | 4,2,1,3,3,2,2,1,3,4,3,1,2,2,3 | 4 | 6 | 1,6 | 4 | 3 | 1,6 | 3 | 4 | 2 | 5 | 1,4,1,1,1,1,1,3,4,2,2,3,2,4,3,4,2,3,5,2,4,2
64be9400-9db7-0134-30eb-0a62e1402143,1.216969901,US,18,1,2,1,1,1,4,,3,1,7,7,3,,2,1,1,1,1,2,2,2,2,5,5,4,13,4 | 2 | 3 | 5 | 1,6,,5,,7,3,2,5,6,5,1,4,1,1 | 4 | 7 | 10 | 13,1 | 4 | 7 | 10 | 13,3 | 2 | 1 | 5 | 4 | 6,1,1,2,1,1,3,2,1,1,4,2,2,3,2,2,2,2,2,1,1,1
c1e854e0-9db9-0134-5a8c-0a62e1402143,1.224826827,US,32,1,4,1,1,3,3,11,5,2,6,1,1,,2,2,2,10,2,2,2,3,2,1,2,1,13 | 1 | 2,5 | 2 | 3 | 1 | 4,1,2,1 | 2 | 3,3,2,1,2,1,2,2,1,3,1,2 | 1 | 4 | 10,10 | 4 | 2 | 1,4 | 6 | 2 | 1 | 3 | 5,2,2,1,2,2,2,2,3,,2,1,2,1,1,2,2,2,1,2,2,1
02be6390-9dbe-0134-bd8b-0a62e1402143,1.224826827,US,38,1,3,1,1,4,4,,3,2,1,7,1,,1,1,1,6,2,2,3,2,1,3,2,4,13 | 6 | 1 | 2,4 | 5 | 1 | 2 | 3,2,1,3 | 2,2,5,2,2,3,5,3,1,3,3,2 | 3 | 4 | 8 | 12,3 | 8 | 12 | 4 | 2,4 | 3 | 2 | 6 | 1 | 5,3,2,1,1,2,2,2,2,,2,1,3,2,1,1,1,2,2,3,2,1
f6c13400-9dc5-0134-ea87-0aaafcbd6b1f,0.3992995641,US,18,2,3,2,1,5,4,,3,1,6,7,1,,1,1,2,4,4,3,3,2,2,2,2,4,12 | 4 | 3 | 2 | 1 | 13 | 9,4 | 5 | 2 | 3 | 1,2,1,4,1,8,8,1,3,3,3,2,6,1,3 | 4 | 7 | 8 | 11,11 | 7 | 4 | 3 | 8,4 | 5 | 3 | 6 | 2 | 1,3,2,2,1,2,3,4,3,3,3,3,3,3,1,1,1,2,1,1,2,2
4e4670b0-9dc8-0134-f5b7-0a62e1402143,0.3992995641,US,18,2,3,2,1,2,3,2 | 1,3,2,1,8,6,3,5,5,1,13,2,4,2,4,5,6,6,5,4 | 1,4 | 2 | 1 | 5 | 3,3,1,4,1,6,2,1,3,1,4,2,1,1,14 | 12 | 11 | 7 | 4,12 | 7 | 14 | 4 | 11,3 | 5 | 2 | 4 | 1 | 6,5,1,2,1,1,3,4,6,,3,4,2,3,2,2,2,4,3,1,1,2
3025bf10-9dcc-0134-81e5-0a62e1402143,1.188923887,US,33,2,4,1,1,3,1,2,5,1,1,8,1,,3,3,2,10,3,3,3,2,3,2,3,3,11 | 9 | 1 | 13 | 7,3 | 1 | 4 | 5 | 2,3,1,1 | 2 | 4,4,4,4,2,3,4,5,1,3,2,3,3,1 | 6 | 2 | 4 | 3 | 5,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1
969c7250-9dcf-0134-3c32-0a62e1402143,1.188923887,US,26,2,4,1,1,3,4,,8,1,1,4,1,,4,2,2,6,3,3,1,1,2,4,2,1,4 | 11 | 13 | 7 | 10 | 2 | 8 | 1 | 12,1 | 2 | 3 | 4 | 5,1,2,1 | 2 | 3,4,5,5,5,3,3,5,2,2,2,2 | 5 | 6 | 7,7 | 2 | 6 | 5,4 | 2 | 1 | 3 | 6 | 5,1,2,2,1,2,1,3,6,2,2,1,1,1,1,1,1,1,1,1,1,1
1af47730-9dd0-0134-4266-0aaafcbd6b1f,0.4804899079,US,20,1,4,2,1,5,4,,3,2,3,8,1,,1,1,2,1,2,2,2,2,2,2,2,2,3 | 13 | 1 | 4,3 | 2 | 5 | 4 | 1,1,2,1,2,5,2,1,3,1,3,2,4,2,1 | 7 | 13,1 | 7 | 13,2 | 1 | 3 | 4 | 6 | 5,1,3,1,1,2,3,4,3,,1,2,4,3,1,3,2,5,5,1,1,1
13ce39a0-9dd1-0134-e934-0a62e1402143,1.011333523,US,15,2,2,1,1,4,4,,4,2,1,7,6,3,5,5,1,13,2,3,2,6,5,2,6,6,13 | 4,4 | 5 | 2 | 3 | 1,2,1,3 | 4,4,2,6,4,2,5,4,4,6,1,6 | 12 | 13 | 15,6 | 13 | 12,2 | 5 | 3 | 4 | 6 | 1,5,2,1,1,2,2,3,2,,3,3,2,2,1,4,4,3,2,1,4,2
18d6ab00-9dd1-0134-e951-0a62e1402143,1.188923887,US,37,2,4,1,1,2,2,1,4,2,1,8,9,,2,3,1,6,4,4,2,3,2,3,2,4,1 | 13,2 | 1 | 4 | 3 | 5,1,2,5,,4,5,1,3,2,1,2,2,1,1 | 2 | 14 | 7 | 11,11 | 1 | 2 | 7 | 14,6 | 4 | 5 | 3 | 2 | 1,1,1,2,1,1,4,5,3,,3,3,2,3,2,2,1,2,1,1,2,2
ecec11f0-9dd1-0134-87b0-0a62e1402143,0.4694166456,US,33,2,4,2,1,5,2,5,1,1,1,4,9,,1,2,2,5,4,1,4,2,3,3,4,5,13 | 1,5 | 2 | 3 | 4 | 1,1,2,2 | 1 | 4,1,5,5,3,3,3,3,2,6,2,12 | 8 | 13 | 4 | 3,8 | 12 | 3 | 4 | 13,3 | 4 | 5 | 2 | 6 | 1,2,1,1,2,2,3,4,2,4,2,2,2,1,1,3,1,3,1,1,5,2
a457f930-9dd2-0134-8b1e-0a62e1402143,0.5609149359,US,47,1,3,2,1,4,4,,3,2,1,8,1,,2,3,2,7,4,4,3,2,2,4,5,2,3 | 13 | 1,4 | 1 | 2 | 5 | 3,4,2,5,,5,4,1,4,5,4,1,1,1,3 | 4 | 7 | 10 | 11,3 | 11 | 4 | 10 | 7,5 | 4 | 3 | 2 | 1 | 6,2,2,2,2,1,2,2,4,,1,5,4,2,4,2,1,2,2,3,3,1
873bf1f0-9dd3-0134-c44b-0a62e1402143,0.5688166714,US,50,2,4,2,1,5,4,,3,2,1,5,1,,2,4,2,7,3,5,4,2,2,4,4,3,1 | 2 | 7,3 | 1 | 4 | 2 | 5,1,2,3 | 4,2,7,4,2,4,3,3,2,1,1,2 | 11 | 12,12 | 11 | 2,2 | 3 | 4 | 5 | 6 | 1,2,2,2,1,1,2,2,3,,2,5,1,2,2,3,1,1,2,1,2,2
17c092d0-9dd4-0134-3d9c-0aaafcbd6b1f,0.483592017,US,27,1,3,2,1,3,4,,1,2,1,7,1,,1,2,2,4,3,2,2,1,1,2,3,6,13 | 1 | 6 | 4,4 | 2 | 5 | 1 | 3,4,2,3,3,5,6,2,3,3,3,4,2,1,3 | 4 | 6 | 7 | 8,7 | 4 | 6 | 8 | 3,3 | 5 | 2 | 4 | 6 | 1,5,2,2,1,2,2,2,3,,3,3,2,1,1,4,2,5,1,2,5,2
95b2fac0-9dd4-0134-6844-0a62e1402143,1.011333523,US,25,2,3,1,1,4,4,,4,1,3,8,1,,1,1,2,6,3,2,3,2,1,2,1,4,3 | 1 | 13,4 | 2 | 1 | 5 | 3,2,2,5,,7,4,1,3,2,4,4,2,1,2 | 6 | 7 | 8 | 11,11 | 8 | 2 | 7 | 6,4 | 3 | 2 | 5 | 6 | 1,2,1,2,1,2,3,4,4,5,4,2,4,2,2,1,1,3,1,1,5,2
e0791990-9dd4-0134-698a-0a62e1402143,1.420667912,US,56,1,4,1,1,2,2,1,4,1,1,2,1,,3,2,2,10,5,2,1,2,1,2,2,2,3 | 6 | 7 | 13 | 1 | 2,3 | 5 | 1 | 4 | 2,1,6,1 | 2 | 3,2,5,3,4,2,2,3,2,1,1,6 | 7 | 4,4 | 7 | 6,5 | 1 | 6 | 4 | 2 | 3,1,1,2,1,1,1,2,2,2,4,2,1,1,1,4,3,2,1,1,1,2
0ccb0090-9dd5-0134-4158-0aaafcbd6b1f,1.011333523,US,16,2,2,1,2,5,5,,3,2,3 | 1 | 2,7,3,,5,5,3,12,3,4,2,2,5,6,1,6,4 | 13 | 1 | 3,3 | 1 | 2 | 4 | 5,2,3,3 | 1 | 4,2,5,2,1,3,3,5,4,6,5,15,,2 | 1 | 4 | 6 | 3 | 5,5,2,1,1,2,2,2,5,,4,2,3,3,3,2,2,2,2,3,7,2
b4863ba0-9dd5-0134-438f-0aaafcbd6b1f,1.011333523,US,25,2,3,1,1,4,4,,5,1,1,8,3,,1,1,1,12,3,3,4,6,1,4,4,4,9 | 13 | 5 | 8 | 1 | 2 | 6,2 | 4 | 5 | 1 | 3,1,1,5,,8,1,1,5,6,4,4,5,4,12 | 11 | 14 | 13 | 10,11 | 12 | 10 | 13 | 14,2 | 3 | 5 | 4 | 1 | 6,5,2,2,1,1,4,3,4,4,3,4,5,5,5,1,1,1,1,1,2,2
ef5c8dc0-9dd6-0134-47dd-0a62e1402143,0.483592017,US,37,1,4,2,1,2,4,,4,2,6,8,1,,3,2,2,12,3,3,1,3,2,2,3,2,7 | 8 | 3 | 1 | 13,1 | 4 | 5 | 2 | 3,5,1,4,1,2,3,3,2,4,4,4,3,2,3,3,2 | 5 | 1 | 3 | 4 | 6,3,1,2,2,1,2,3,3,,3,3,1,2,2,3,2,2,2,2,2,2
fd3a71a0-9dd6-0134-490a-0aaafcbd6b1f,0.4804899079,US,20,1,2,2,1,5,5,,2,1,1,8,2,,2,2,2,8,2,3,2,3,2,3,3,3,3 | 13 | 8,4 | 5 | 3 | 2 | 1,6,,4,3,3,5,1,5,6,4,4,5,4,16,,4 | 3 | 2 | 6 | 1 | 5,5,3,3,3,3,4,5,6,6,3,3,3,3,3,3,3,3,3,4,2,2
55901570-9dd9-0134-037d-0a62e1402143,0.5688166714,US,54,2,4,2,1,1,4,,1,1,3,7,3,,5,5,2,1,1,5,4,3,5,5,5,5,1 | 6,3 | 1 | 5 | 2 | 4,1,1,3,4,8,3,2,1,5,4,2,2,1,3 | 4,4 | 3,4 | 5 | 3 | 6 | 1 | 2,1,2,1,1,2,1,3,4,5,1,5,3,2,1,1,2,2,1,2,5,2
9a8a3f80-9ddd-0134-b95c-0a62e1402143,1.188923887,US,30,2,3,1,1,5,2,13,2,2,3,7,2,,2,3,2,4,3,1,1,1,1,1,1,1,13,4 | 2 | 1 | 3 | 5,5,2,1 | 4 | 3,2,4,2,3,2,2,3,2,4,2,6,6,1 | 2 | 3 | 6 | 5 | 4,3,2,1,2,2,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1
d7fe3950-9ddf-0134-fb29-0a62e1402143,1.011333523,US,22,2,3,1,1,4,5,,8,1,3,8,1,,2,2,1,1,3,6,5,6,2,3,6,6,13 | 1,4 | 5 | 2 | 3 | 1,3,1,4,5,7,1,1,3,4,5,4,5,4,3 | 4 | 7 | 8 | 12,7 | 12 | 8 | 4 | 3,4 | 6 | 3 | 2 | 5 | 1,3,2,1,2,2,2,3,6,3,3,4,3,3,1,3,5,5,3,2,5,1
